COD_EMPRESA;COD_FILIAL;PORTE;B_SOCIO;B_PEDIDO_DEMISSAO;QNT_MESES_ASSOC;PAGO_EM_DIA;PAGO_EM_DIA_POSTERGADO;PAGO_EM_ATRASO;EM_ABERTO;CAT_CARGO1;CAT_CARGO2;CAT_CARGO3;GRUPO1;GRUPO2;GRUPO3;GRUPO4;GRUPO5;GRUPO6;GRUPO7;GRUPO8;GRUPO9;GRUPO10;GRUPO11;TOTAL_PART_EVENTOS;MESES_SEM_PART
P |01|01||03584647|0022|;P |01|01|10|;M;0;1;6;1;0;7;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0;4;3
P |01|01||09426633|0001|;P |01|01|10|;P;1;0;6;10;6;9;1;1;30;17;6;9;0;1;0;31;1;0;0;0;0;48;1
P |01|01||57497539|0001|;P |01|01|01|;G;1;0;6;1;0;3;0;26;10;22;1;8;19;0;0;25;5;0;0;0;0;58;0
P |01|01||06216950|0001|;P |01|01|03|;M;1;0;6;7;2;5;2;10;12;10;6;4;0;0;6;15;1;0;0;0;0;32;0
P |01|01||08936153|0001|;P |01|01|04|;P;1;0;6;4;1;8;1;1;17;6;1;11;1;2;3;3;1;0;2;0;0;24;0
P |01|01||10280765|0061|;P |01|01|04|;G;0;1;2;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
P |01|01||05747981|0001|;P |01|01|07|;P;1;0;6;6;3;0;1;2;6;25;1;6;5;3;1;16;1;0;0;0;0;33;0
P |01|01||12529032|0001|;P |01|01|10|;P;0;1;9;1;1;8;0;2;0;3;5;0;0;0;0;0;0;0;0;0;0;5;2
P |01|01||86829579|0001|;P |01|01|13|;P;1;0;6;2;1;0;1;1;3;6;6;0;0;0;0;3;1;0;0;0;0;10;0
P |01|01||01731177|0001|;P |01|01|01|;M;1;0;6;2;0;2;0;0;0;4;0;0;0;0;0;0;3;0;1;0;0;4;1
P |01|01||12621274|0001|;P |01|01|01|;M;0;1;14;3;0;3;0;2;3;11;0;0;0;0;0;16;0;0;0;0;0;16;3
P |01|01||17222969|0001|;P |01|01|03|;M;1;0;6;3;0;3;0;1;2;32;0;6;2;1;2;22;2;0;0;0;0;35;1
P |01|01||05615191|0001|;P |01|01|01|;P;0;1;6;3;0;4;2;5;4;8;1;10;0;0;0;4;2;0;0;0;0;17;0
P |01|01||16933590|0001|;P |01|01|03|;M;1;0;6;10;4;1;1;17;23;9;9;6;7;0;1;14;12;0;0;0;0;49;0
P |01|01||20901697|0001|;P |01|01|12|;P;1;0;6;1;0;14;1;35;11;38;2;28;25;22;7;0;0;0;0;0;0;84;0
P |01|01||05355405|0001|;P |01|01|06|;P;1;0;6;6;3;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;2;2
P |01|01||03554611|0001|;P |01|01|07|;M;1;0;6;6;3;14;1;8;15;11;10;3;3;0;1;17;0;0;0;0;0;34;1
P |01|01||80680093|0006|;P |01|01|05|;P;1;0;6;4;0;2;0;3;3;33;0;6;0;1;8;22;1;1;0;0;0;39;0
P |01|01||81236770|0001|;P |01|01|07|;P;0;1;14;7;3;4;0;4;4;25;1;5;2;2;6;14;3;0;0;0;0;33;0
P |01|01||27281922|0001|;P |01|01|13|;P;1;0;6;9;4;4;1;0;16;7;2;3;0;1;2;13;2;0;0;0;0;23;0
P |01|01||03746627|0001|;P |01|01|04|;P;0;1;6;6;3;1;1;2;7;10;0;13;1;0;2;3;0;0;0;0;0;19;4
P |01|01||76114104|072|;P |01|01|04|;P;1;0;6;1;0;5;3;7;0;1;1;4;1;0;1;0;1;0;0;0;0;8;5
P |01|01||04507754|0001|;P |01|01|01|;P;1;0;6;8;4;3;1;4;2;12;2;2;0;0;0;7;7;0;0;0;0;18;0
P |01|01||04230343|0001|;P |01|01|04|;P;0;1;6;2;1;8;2;17;0;2;1;14;2;0;2;0;0;0;0;0;0;19;4
P |01|01||07022330|0001|;P |01|01|03|;P;1;0;6;6;3;2;1;2;5;17;3;2;0;2;1;14;2;0;0;0;0;24;0
P |01|01||22488316|0001|;P |01|01|03|;M;1;0;6;9;0;3;0;0;3;8;0;0;0;0;0;10;1;0;0;0;0;11;1
P |01|01||17186685|0001|;P |01|01|03|;P;1;0;6;6;0;1;0;14;10;28;6;5;1;0;0;35;5;0;0;0;0;52;0
P |01|01||17690654|0001|;P |01|01|01|;P;0;1;40;1;0;8;0;0;3;1;0;1;0;0;0;0;3;0;0;0;0;4;0
P |01|01||40882060|0001|;P |01|01|05|;M;1;0;6;1;0;0;0;2;1;3;0;0;0;2;0;4;0;0;0;0;0;6;0
P |01|01||37069853|0001|;P |01|01|06|;P;1;0;6;0;0;0;4;0;36;27;7;2;5;2;0;42;5;0;0;0;0;63;1
P |01|01||00410954|0001|;P |01|01|03|;M;1;0;6;6;1;0;1;2;6;5;2;0;1;0;0;8;2;0;0;0;0;13;0
P |01|01||01628866|0001|;P |01|01|10|;M;1;0;6;3;0;4;2;16;13;11;0;9;0;5;2;24;0;0;0;0;0;40;1
P |01|01||12104241|0004|;P |01|01|01|;M;1;0;6;2;0;0;0;2;1;1;3;1;0;0;0;0;0;0;0;0;0;4;1
P |01|01||17736630|0001|;P |01|01|15|;P;1;0;6;6;3;26;1;41;0;9;5;14;8;1;16;5;1;0;0;0;0;50;0
P |01|01||13762777|0001|;P |01|01|06|;P;1;0;6;0;1;11;3;11;0;2;1;1;2;0;1;8;0;0;0;0;0;13;7
P |01|01||54183587|0006|;P |01|01|03|;M;1;0;6;2;0;0;0;1;4;2;1;0;0;0;0;4;2;0;0;0;0;7;0
P |01|01||00388722|0001|;P |01|01|03|;P;0;1;159;9;0;6;0;3;0;12;2;4;0;0;2;7;0;0;0;0;0;15;0
P |01|01||07432517|0001|;P |01|01|08|;P;0;1;6;3;0;0;1;1;19;0;2;6;1;0;6;2;3;0;0;0;0;20;0
P |01|01||04824091|0001|;P |01|01|07|;P;0;1;189;1;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;2;0
P |01|01||87377974|0001|;P |01|01|04|;P;0;1;6;9;4;1;1;8;4;1;1;9;0;0;1;2;0;0;0;0;0;13;0
P |01|01||21604239|0001|;P |01|01|06|;P;1;0;6;6;4;5;1;9;0;8;0;3;2;0;5;5;2;0;0;0;0;17;1
P |01|01||04188455|0001|;P |01|01|08|;P;0;1;13;2;0;3;0;5;0;1;2;1;1;0;1;0;1;0;0;0;0;6;4
P |01|01||17635277|0001|;P |01|01|03|;M;1;0;6;0;0;14;2;2;6;8;1;0;1;1;2;0;11;0;0;0;0;16;0
P |01|01||01031060|0001|;P |01|01|10|;M;1;0;6;4;1;2;1;6;7;6;2;2;0;0;0;15;0;0;0;0;0;19;1
P |01|01||14408651|0001|;P |01|01|05|;P;0;1;6;5;0;7;3;13;3;11;1;6;0;0;0;20;0;0;0;0;0;27;0
P |01|01||00477761|0001|;P |01|01|13|;P;1;0;6;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
P |01|01||10889470|0001|;P |01|01|15|;M;1;0;6;11;4;8;0;33;15;36;6;16;18;0;23;17;3;0;0;1;0;84;1
P |01|01||15664649|0001|;P |01|01|08|;P;1;0;6;1;0;1;3;6;15;47;19;21;0;0;1;15;2;2;0;8;0;68;1
P |01|01||61338844|0001|;P |01|01|01|;G;1;0;6;4;0;1;0;5;0;4;1;0;1;0;0;5;2;0;0;0;0;9;1
P |01|01||33061813|0001|;P |01|01|01|;M;1;0;6;2;0;0;0;1;1;3;0;1;0;0;0;4;0;0;0;0;0;5;0
P |01|01||03870455|0004|;P |01|01|03|;M;1;0;6;10;1;1;0;8;5;19;5;1;4;0;0;9;10;1;2;0;0;32;0
P |01|01||43898923|0001|;P |01|01|01|;P;1;0;6;20;0;0;1;10;2;20;3;5;0;0;1;18;5;0;0;0;0;32;1
P |01|01||21279275|0001|;P |01|01|10|;P;0;1;35;0;0;7;0;10;0;5;5;3;0;2;0;5;0;0;0;0;0;15;0
P |01|01||03888247|0001|;P |01|01|08|;P;0;1;6;1;0;5;1;2;1;1;0;2;0;0;0;0;2;0;0;0;0;4;3
P |01|01||16694812|0001|;P |01|01|03|;M;1;0;6;3;2;20;1;5;5;29;13;6;0;2;0;15;3;0;0;0;0;39;1
P |01|01||08710602|0001|;P |01|01|09|;P;0;1;6;0;1;0;3;5;0;4;0;0;2;0;2;4;1;0;0;0;0;9;1
P |01|01||03853896|0001|;P |01|01|01|;G;1;0;6;1;0;0;0;3;1;3;0;2;1;0;0;1;3;0;0;0;0;7;1
P |01|01||01098905|0001|;P |01|01|01|;G;1;0;6;14;8;4;1;5;19;73;3;29;0;0;0;52;13;0;0;0;0;97;0
P |01|01||01181242|0001|;P |01|01|07|;P;1;0;6;17;8;1;1;1;10;56;11;0;2;3;0;47;4;0;0;0;0;67;0
P |01|01||01267669|0001|;P |01|01|01|;P;0;1;158;3;2;4;0;0;0;4;0;1;0;0;0;1;1;0;1;0;0;4;2
P |01|01||01489065|0001|;P |01|01|04|;P;1;0;6;8;3;9;2;10;2;15;1;10;2;5;0;9;0;0;0;0;0;27;2
P |01|01||02226707|0001|;P |01|01|03|;P;1;0;6;16;8;2;0;0;9;44;1;5;3;2;7;33;2;0;0;0;0;53;0
P |01|01||02429144|0001|;P |01|01|08|;G;1;0;6;3;0;2;0;13;18;97;13;63;21;12;6;9;4;0;0;0;0;128;0
P |01|01||02631552|0001|;P |01|01|11|;P;0;1;6;13;8;2;2;1;2;19;0;4;0;0;4;14;0;0;0;0;0;22;0
P |01|01||02998543|0001|;P |01|01|04|;P;0;1;6;18;2;4;3;18;0;53;11;22;1;18;1;18;0;0;0;0;0;71;0
P |01|01||26430800|0001|;P |01|01|06|;P;0;1;2;1;0;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1
P |01|01||26507235|0001|;P |01|01|04|;P;1;0;6;10;4;2;1;11;0;2;1;7;3;0;1;1;0;0;0;0;0;13;0
P |01|01||02535864|0001|;P |01|01|05|;P;1;0;6;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;3
P |01|01||03772116|0001|;P |01|01|04|;P;0;1;6;2;0;3;2;7;0;1;0;4;1;0;3;0;0;0;0;0;0;8;0
P |01|01||82277955|0002|;P |01|01|01|;G;1;0;6;3;0;1;0;5;6;3;1;3;2;0;0;3;5;0;0;0;0;14;1
P |01|01||87235297|0001|;P |01|01|04|;G;1;0;6;2;1;5;1;2;14;17;5;8;0;15;0;5;0;0;0;0;0;33;0
P |01|01||73761900|0001|;P |01|01|01|;P;1;0;6;15;6;0;1;3;0;0;0;0;0;0;0;3;0;0;0;0;0;3;5
P |01|01||94073012|0001|;P |01|01|04|;M;0;1;6;5;0;1;2;38;2;21;5;21;5;5;2;19;3;0;0;1;0;61;0
P |01|01||15545434|0001|;P |01|01|06|;P;0;1;7;0;0;8;0;1;1;7;1;0;0;0;2;6;0;0;0;0;0;9;0
P |01|01||44023471|0001|;P |01|01|01|;M;1;0;6;16;6;6;1;2;0;1;0;0;1;0;0;2;0;0;0;0;0;3;1
P |01|01||43734979|0001|;P |01|01|01|;P;1;0;6;17;7;5;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2;6
P |01|01||13092016|0001|;P |01|01|01|;P;0;1;13;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
P |01|01||02042860|0001|;P |01|01|08|;M;1;0;6;14;8;4;1;5;35;22;8;25;12;5;2;8;2;0;0;0;0;62;1
P |01|01||03102205|0002|;P |01|01|01|;M;1;0;6;7;0;2;1;2;7;9;1;3;0;0;0;12;2;0;0;0;0;18;1
P |01|01||03616039|0001|;P |01|01|09|;P;1;0;6;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1
P |01|01||17155730|0001|;P |01|01|03|;G;1;0;6;4;0;1;0;8;65;215;109;22;11;2;4;131;9;0;0;0;0;288;1
P |01|01||56991441|0001|;P |01|01|01|;G;1;0;6;4;0;7;0;26;28;172;5;34;18;1;1;138;22;5;0;2;0;226;0
P |01|01||09811654|0001|;P |01|01|05|;M;1;0;6;10;2;10;1;25;16;261;13;43;60;66;18;96;5;1;0;0;0;302;0
P |01|01||04882084|0001|;P |01|01|08|;M;1;0;6;14;8;4;0;11;7;7;3;11;9;0;0;1;0;0;1;0;0;25;0
P |01|01||61586558|0017|;P |01|01|01|;M;1;0;6;11;6;9;0;1;5;68;1;11;0;0;0;40;18;0;4;0;0;74;0
P |01|01||05985881|0001|;P |01|01|01|;M;1;0;6;2;0;2;0;1;1;7;1;0;0;0;0;1;0;0;7;0;0;9;1
P |01|01||07290049|0001|;P |01|01|01|;P;0;1;16;7;1;3;0;2;0;36;1;9;2;0;3;15;8;0;0;0;0;38;0
P |01|01||00140626|0001|;P |01|01|03|;P;1;0;6;10;5;1;0;11;0;40;0;0;5;0;0;43;3;0;0;0;0;51;1
P |01|01||33479023|0001|;P |01|01|01|;G;1;0;6;9;0;3;0;14;11;158;12;63;18;0;0;37;14;0;36;3;0;183;0
P |01|01||03515056|0001|;P |01|01|07|;P;1;0;6;18;6;4;1;14;0;77;20;12;9;3;10;34;3;0;0;0;0;91;0
P |01|01||73042962|0001|;P |01|01|01|;M;1;0;6;2;0;3;0;13;5;39;0;14;20;0;0;13;10;0;0;0;0;57;1
P |01|01||60498706|0001|;P |01|01|01|;G;1;0;6;20;1;10;1;37;39;323;35;58;26;3;0;121;71;9;74;2;0;399;0
P |01|01||05399964|0005|;P |01|01|01|;M;1;0;6;3;0;8;0;25;6;113;3;44;13;1;2;72;9;0;0;0;0;144;0
P |01|01||61562112|0001|;P |01|01|01|;G;1;0;6;7;6;3;0;93;47;209;35;97;38;2;5;123;29;0;1;19;0;349;0
P |01|01||47680798|0001|;P |01|01|01|;G;1;0;6;4;0;3;0;31;11;29;5;5;22;6;0;19;13;0;1;0;0;71;0
P |01|01||62144175|0001|;P |01|01|01|;M;0;1;6;1;0;1;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
P |01|01||26314062|0007|;P |01|01|06|;P;0;1;6;2;0;7;2;0;2;14;2;1;1;0;3;8;1;0;0;0;0;16;0
P |01|01||26314062|0001|;P |01|01|11|;P;1;0;6;11;4;11;1;23;42;335;37;133;54;34;25;107;8;1;0;1;0;400;0
P |01|01||69746443|0003|;P |01|01|01|;P;1;0;6;5;0;4;0;8;0;1;3;4;0;0;0;0;2;0;0;0;0;9;1
P |01|01||58890252|0001|;P |01|01|01|;M;1;0;6;14;9;5;2;12;1;95;1;10;13;4;0;10;1;0;69;0;0;108;0
P |01|01||34028316|0020|;P |01|01|07|;M;1;0;6;3;0;7;0;6;64;253;49;21;32;17;43;145;16;0;0;0;0;323;0
P |01|01||10965085|0001|;P |01|01|05|;P;0;1;201;4;1;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
P |01|01||21800241|0001|;P |01|01|05|;P;1;0;6;17;8;1;1;0;24;84;6;14;23;26;13;25;1;0;0;0;0;108;0
P |01|01||08886419|0001|;P |01|01|04|;M;1;0;6;17;8;1;1;2;0;14;1;9;2;1;1;2;0;0;0;0;0;16;1
P |01|01||06098102|0001|;P |01|01|01|;P;1;0;6;14;5;7;1;5;1;25;0;10;0;0;0;11;10;0;0;0;0;31;1
P |01|01||08184878|0001|;P |01|01|07|;P;1;0;6;15;7;4;1;23;0;22;3;6;5;1;3;26;1;0;0;0;0;45;0
P |01|01||07340800|0001|;P |01|01|04|;P;1;0;6;3;0;14;1;5;2;8;0;2;4;0;5;4;0;0;0;0;0;15;1
P |01|01||44627321|0001|;P |01|01|08|;P;1;0;6;17;9;0;0;26;2;51;26;18;18;4;2;4;7;0;0;0;0;79;1
P |01|01||12481037|0001|;P |01|01|04|;P;1;0;6;17;5;6;1;4;0;39;0;19;0;0;1;23;0;0;0;0;0;43;0
P |01|01||05043448|0001|;P |01|01|05|;P;1;0;6;14;8;6;0;2;0;6;1;0;0;0;1;1;5;0;0;0;0;8;4
P |01|01||04124390|0001|;P |01|01|04|;P;1;0;6;15;8;3;0;4;2;41;6;15;2;12;4;8;0;0;0;0;0;47;1
P |01|01||71208516|0001|;P |01|01|11|;G;1;0;6;2;8;17;2;22;15;410;22;128;30;40;40;181;4;2;0;0;0;447;0
P |01|01||49043367|0001|;P |01|01|01|;P;1;0;6;15;9;2;0;2;0;4;2;0;1;0;0;0;3;0;0;0;0;6;4
P |01|01||44914992|0001|;P |01|01|12|;P;1;0;6;15;9;13;1;35;11;134;9;82;56;13;14;4;2;0;0;0;0;180;1
P |01|01||19434926|0001|;P |01|01|01|;P;1;0;6;15;8;3;0;0;0;20;0;5;1;0;0;8;6;0;0;0;0;20;0
P |01|01||03877288|0001|;P |01|01|07|;M;0;1;11;0;0;3;0;0;0;8;0;0;0;0;4;4;0;0;0;0;0;8;8
P |01|01||50220417|0001|;P |01|01|01|;P;0;1;173;3;2;3;0;0;0;4;0;0;0;0;0;3;1;0;0;0;0;4;5
P |01|01||78391612|0001|;P |01|01|07|;M;1;0;6;1;0;12;0;1;14;197;38;33;11;36;23;66;5;0;0;0;0;212;0
P |01|01||54686787|0001|;P |01|01|08|;P;0;1;165;0;0;3;0;0;0;9;0;0;4;0;5;0;0;0;0;0;0;9;10
P |01|01||03765113|0001|;P |01|01|10|;P;1;0;6;16;6;6;0;5;0;15;7;3;0;0;3;7;0;0;0;0;0;20;4
P |01|01||76590249|0001|;P |01|01|07|;M;0;1;123;4;2;9;0;0;0;25;0;19;0;0;5;1;0;0;0;0;0;25;0
P |01|01||10847762|0016|;P |01|01|05|;P;1;0;6;17;8;6;0;5;7;50;1;5;7;4;4;37;4;0;0;0;0;62;0
P |01|01||08631686|0001|;P |01|01|01|;P;0;1;130;8;4;5;0;8;1;13;1;1;15;0;0;5;0;0;0;0;0;22;1
P |01|01||05858780|0001|;P |01|01|08|;M;1;0;6;18;7;1;1;1;9;28;3;12;2;10;3;6;2;0;0;0;0;38;1
P |01|01||05502536|0001|;P |01|01|07|;P;1;0;6;12;7;6;1;6;0;9;1;1;1;0;6;2;0;4;0;0;0;15;0
P |01|01||59091587|0001|;P |01|01|01|;P;0;1;224;0;0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;4
P |01|01||52311347|0009|;P |01|01|12|;P;1;0;6;14;3;8;3;8;10;50;5;33;15;5;4;4;0;0;2;0;0;68;1
P |01|01||09184327|0001|;P |01|01|08|;P;1;0;6;15;8;3;1;12;0;34;5;24;0;0;6;7;4;0;0;0;0;46;0
P |01|01||43343391|0001|;P |01|01|01|;M;0;1;371;0;0;4;0;0;0;12;0;2;0;0;3;7;0;0;0;0;0;12;0
P |01|01||87870952|0001|;P |01|01|04|;M;0;1;167;0;0;4;0;0;4;41;0;26;1;6;3;9;0;0;0;0;0;45;0
P |01|01||57863854|0003|;P |01|01|06|;P;0;1;6;4;4;11;3;0;1;4;0;0;0;0;1;4;0;0;0;0;0;5;14
P |01|01||06160688|0001|;P |01|01|06|;M;1;0;6;11;4;7;1;44;2;104;3;30;13;0;9;92;2;1;0;0;0;150;0
P |01|01||05094003|0001|;P |01|01|07|;M;0;1;6;14;2;1;3;2;7;23;3;13;3;1;3;8;1;0;0;0;0;32;0
P |01|01||46124624|0001|;P |01|01|08|;M;1;0;6;16;8;5;1;4;7;40;23;20;1;0;2;2;1;0;0;2;0;51;4
P |01|01||60527520|0001|;P |01|01|01|;M;1;0;6;7;0;1;0;15;6;13;5;7;2;0;0;16;4;0;0;0;0;34;1
P |01|01||44144293|0001|;P |01|01|08|;M;0;1;16;1;0;4;0;4;0;23;1;7;9;5;3;0;1;1;0;0;0;27;0
P |01|01||48109110|0003|;P |01|01|04|;P;1;0;6;18;8;0;1;15;1;79;17;35;7;9;0;25;0;0;0;2;0;95;1
P |01|01||48109110|0004|;P |01|01|06|;P;1;0;6;16;6;4;1;10;0;31;4;8;5;0;1;20;3;0;0;0;0;41;1
P |01|01||96499728|0001|;P |01|01|08|;M;1;0;6;6;13;46;1;34;91;126;23;108;28;69;3;6;13;0;0;1;0;251;0
P |01|01||08244431|0001|;P |01|01|06|;P;1;0;6;19;4;4;0;6;0;8;0;5;5;0;0;4;0;0;0;0;0;14;1
P |01|01||37114071|0001|;P |01|01|06|;P;1;0;6;17;8;2;1;8;17;60;8;20;9;7;16;25;0;0;0;0;0;85;1
P |01|01||57014862|0001|;P |01|01|08|;G;1;0;6;17;8;1;1;12;15;37;5;23;17;15;0;2;1;1;0;0;0;64;1
P |01|01||08930345|0001|;P |01|01|08|;P;0;1;125;6;3;5;0;11;0;23;2;8;8;3;5;5;3;0;0;0;0;34;0
P |01|01||00904375|0001|;P |01|01|10|;M;0;1;6;3;0;4;3;0;3;29;0;6;0;0;0;26;0;0;0;0;0;32;1
P |01|01||99988970|0001|;P |01|01|06|;P;1;0;6;2;0;5;1;7;0;9;0;0;1;0;4;11;0;0;0;0;0;16;1
P |01|01||99988791|0001|;P |01|01|08|;M;1;0;6;4;0;0;0;21;17;36;0;22;21;5;2;12;12;0;0;0;0;74;1
P |01|01||99988794|0001|;P |01|01|0-|;P;0;1;6;0;0;2;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;0
P |01|01||11824304|0001|;P |01|01|08|;P;0;1;6;0;0;6;0;10;0;0;0;3;1;0;0;6;0;0;0;0;0;10;0
P |01|01||99988766|0001|;P |01|01|01|;M;0;1;5;0;0;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
P |01|01||99988767|0001|;P |01|01|01|;P;0;1;4;0;0;3;0;0;0;3;0;2;0;0;0;0;1;0;0;0;0;3;0
P |01|01||99988769|0001|;P |01|01|01|;P;0;1;2;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;3;2
P |01|01||00000033|0001|;P |01|01|07|;P;1;0;6;2;1;1;1;4;0;0;0;0;1;0;2;1;0;0;0;0;0;4;0
P |01|01||99988817|0001|;P |01|01|06|;P;0;1;6;1;0;4;3;7;3;6;3;3;2;0;4;4;0;0;0;0;0;16;0
P |01|01||99988818|0001|;P |01|01|01|;P;0;1;9;0;0;8;0;4;0;2;0;2;0;0;2;1;1;0;0;0;0;6;1
P |01|01||99988819|0001|;P |01|01|01|;P;1;0;6;14;7;3;1;12;0;4;2;4;4;0;0;3;3;0;0;0;0;16;1
P |01|01||99988902|0001|;P |01|01|15|;P;0;1;8;0;0;3;0;0;0;7;1;0;2;0;4;0;0;0;0;0;0;7;3
P |01|01||99988905|0001|;P |01|01|04|;P;0;1;11;3;1;6;0;14;0;10;0;14;0;0;6;4;0;0;0;0;0;24;0
P |01|01||99988906|0001|;P |01|01|01|;P;0;1;9;1;3;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;6
P |01|01||99988907|0001|;P |01|01|07|;P;0;1;4;0;1;3;0;6;0;0;1;0;0;0;5;0;0;0;0;0;0;6;0
P |01|01||99988909|0001|;P |01|01|01|;P;1;0;6;19;2;4;0;6;0;1;1;1;5;0;0;0;0;0;0;0;0;7;0
P |01|01||99988910|0001|;P |01|01|05|;P;0;1;18;0;0;14;0;21;0;14;0;12;1;0;6;14;2;0;0;0;0;35;0
P |01|01||99988912|0001|;P |01|01|10|;P;0;1;11;1;0;9;0;6;0;2;1;1;1;0;2;3;0;0;0;0;0;8;4
P |01|01||99988915|0001|;P |01|01|03|;P;0;1;1;0;0;6;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;2;0
P |01|01||99988916|01|;P |01|01|12|;P;0;1;5;0;0;2;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;3;3
P |01|01||99988917|0001|;P |01|01|08|;P;0;1;12;0;0;12;0;2;0;1;0;1;1;0;0;0;1;0;0;0;0;3;2
P |01|01||99988918|0001|;P |01|01|08|;P;0;1;4;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;3
P |01|01||99988920|0001|;P |01|01|15|;P;0;1;13;8;2;4;0;8;0;8;2;3;2;0;1;8;0;0;0;0;0;16;3
P |01|01||99988924|0001|;P |01|01|08|;P;1;0;6;11;9;5;0;4;2;12;2;4;2;2;1;7;0;0;0;0;0;18;1
P |01|01||99988927|0001|;P |01|01|03|;P;1;0;6;14;7;3;1;53;0;10;2;13;0;0;3;41;4;0;0;0;0;63;0
P |01|01||99988928|0001|;P |01|01|08|;P;1;0;6;2;3;13;3;1;1;0;0;2;0;0;0;0;0;0;0;0;0;2;8
P |01|01||99988929|0001|;P |01|01|03|;P;0;1;3;2;1;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
P |01|01||99988931|0001|;P |01|01|15|;P;0;1;12;0;0;7;0;5;4;10;2;3;5;0;2;7;0;0;0;0;0;19;7
P |01|01||99988934|0001|;P |01|01|01|;M;1;0;6;1;2;22;1;9;3;5;7;4;2;0;0;2;1;0;0;1;0;17;0
P |01|01||04078727|0001|;P |01|01|01|;M;0;1;8;1;0;3;0;2;2;3;2;2;0;0;0;3;0;0;0;0;0;7;2
P |01|01||99988935|0001|;P |01|01|08|;M;1;0;6;2;0;3;0;3;7;1;3;6;0;0;1;0;1;0;0;0;0;11;0
P |01|01||99988936|0001|;P |01|01|10|;P;0;1;6;18;1;1;3;2;5;1;4;2;0;0;0;2;0;0;0;0;0;8;2
P |01|01||99988937|0001|;P |01|01|03|;P;0;1;1;0;0;4;0;1;0;2;0;0;0;0;0;3;0;0;0;0;0;3;0
P |01|01||99988938|01|;P |01|01|12|;P;0;1;11;6;1;4;0;0;0;12;0;7;1;0;4;0;0;0;0;0;0;12;1
P |01|01||99988939|0001|;P |01|01|15|;P;0;1;9;4;0;5;0;2;3;14;0;8;0;0;0;11;0;0;0;0;0;19;3
P |01|01||99988940|0001|;P |01|01|04|;P;0;1;9;4;3;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5
P |01|01||99988941|0001|;P |01|01|04|;M;0;1;14;0;0;7;0;0;1;12;2;6;0;0;1;3;1;0;0;0;0;13;0
P |01|01||99988964|0001|;P |01|01|07|;P;1;0;6;15;7;1;1;58;0;8;3;7;7;9;5;35;0;0;0;0;0;66;0
P |01|01||38619045|0001|;P |01|01|11|;P;1;0;6;4;1;13;1;2;3;26;3;6;1;1;7;13;0;0;0;0;0;31;1
P |01|01||99988965|0001|;P |01|01|04|;M;0;1;8;3;2;4;0;0;0;5;1;1;1;1;0;1;0;0;0;0;0;5;0
P |01|01||99988967|0001|;P |01|01|04|;M;0;1;11;0;2;8;0;4;0;0;0;1;0;0;2;1;0;0;0;0;0;4;1
P |01|01||99988969|0001|;P |01|01|01|;M;1;0;6;14;6;2;1;2;4;5;2;5;0;0;0;4;0;0;0;0;0;11;0
P |01|01||62546387|0001|;P |01|01|12|;M;1;0;6;6;2;6;1;1;10;21;0;16;2;11;0;2;1;0;0;0;0;32;1
P |01|01||05794609|0001|;P |01|01|13|;G;1;0;6;1;1;4;1;1;1;4;1;1;0;0;0;3;1;0;0;0;0;6;2
P |01|01||28397639|0171|;P |01|01|07|;P;0;1;6;6;2;4;1;24;5;5;2;5;6;1;1;15;4;0;0;0;0;34;0
P |01|01||99988974|0001|;P |01|01|04|;P;0;1;18;11;1;11;0;8;0;1;2;4;0;3;0;0;0;0;0;0;0;9;2
P |01|01||99988975|0001|;P |01|01|10|;P;0;1;7;1;0;5;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;6
P |01|01||99988976|0001|;P |01|01|01|;M;1;0;6;8;0;2;0;14;2;4;1;5;8;0;0;4;2;0;0;0;0;20;0
P |01|01||99988977|0001|;P |01|01|03|;P;0;1;6;1;1;4;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;3;0
