COD_EMPRESA;COD_FILIAL;PORTE;B_SOCIO;B_PEDIDO_DEMISSAO;QNT_MESES_ASSOC;PAGO_EM_DIA;PAGO_EM_DIA_POSTERGADO;PAGO_EM_ATRASO;EM_ABERTO;CAT_CARGO1;CAT_CARGO2;CAT_CARGO3;GRUPO1;GRUPO2;GRUPO3;GRUPO4;GRUPO5;GRUPO6;GRUPO7;GRUPO8;GRUPO9;GRUPO10;GRUPO11;TOTAL_PART_EVENTOS;MESES_SEM_PART
P |01|01||08872147|0001|;P |01|01|11|;P;1;0;6;11;4;11;1;4;8;13;0;8;6;1;3;6;0;0;1;0;0;25;2
P |01|01||02328280|0001|;P |01|01|08|;G;1;0;6;3;0;4;0;4;11;63;5;33;14;19;1;4;2;0;0;0;0;78;1
P |01|01||03990463|0001|;P |01|01|03|;M;0;1;57;7;3;7;0;1;7;20;0;0;0;1;8;12;7;0;0;0;0;28;0
P |01|01||07506327|0001|;P |01|01|10|;P;0;1;70;4;2;3;0;4;2;23;2;3;0;4;1;19;0;0;0;0;0;29;4
P |01|01||05660594|0001|;P |01|01|06|;M;1;0;6;4;0;6;0;12;5;33;10;23;4;5;4;0;0;4;0;0;0;50;0
P |01|01||59588111|0001|;P |01|01|01|;G;1;0;6;13;1;9;0;6;4;80;6;24;2;2;0;52;2;0;2;0;0;90;0
P |01|01||05437703|0001|;P |01|01|08|;M;1;0;6;14;5;12;1;2;2;22;2;16;0;0;4;0;2;0;2;0;0;26;3
P |01|01||10772420|0001|;P |01|01|01|;M;1;0;6;3;0;1;0;14;0;19;1;5;21;0;1;4;1;0;0;0;0;33;1
P |01|01||35521046|0001|;P |01|01|05|;P;1;0;6;18;7;1;1;26;0;32;7;17;20;3;4;4;3;0;0;0;0;58;1
P |01|01||02012862|0001|;P |01|01|01|;G;1;0;6;3;0;14;0;2;3;44;0;13;5;0;0;31;0;0;0;0;0;49;0
P |01|01||57755217|0012|;P |01|01|06|;P;1;0;6;2;0;7;0;6;15;17;10;10;6;0;1;9;2;0;0;0;0;38;0
P |01|01||24882011|0001|;P |01|01|10|;P;0;1;63;5;3;14;0;6;5;24;5;11;0;4;2;13;0;0;0;0;0;35;0
P |01|01||10402145|0001|;P |01|01|04|;P;0;1;59;0;0;5;0;0;0;16;0;7;2;0;0;7;0;0;0;0;0;16;4
P |01|01||88611835|0008|;P |01|01|04|;G;1;0;6;3;0;2;0;6;13;326;158;67;18;50;6;44;1;0;0;1;0;345;0
P |01|01||60741303|0001|;P |01|01|01|;M;0;1;144;0;0;3;0;0;0;21;0;7;11;0;0;3;0;0;0;0;0;21;1
P |01|01||05368898|0001|;P |01|01|03|;M;0;1;6;21;3;0;0;2;0;10;0;1;0;0;5;5;1;0;0;0;0;12;2
P |01|01||07652549|0001|;P |01|01|04|;P;0;1;50;3;2;4;0;0;0;5;0;3;0;0;2;0;0;0;0;0;0;5;6
P |01|01||07215409|0001|;P |01|01|01|;P;0;1;126;0;1;12;0;0;0;4;1;1;2;0;0;0;0;0;0;0;0;4;0
P |01|01||61455192|0001|;P |01|01|08|;P;0;1;146;0;0;4;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;5
P |01|01||60744463|0040|;P |01|01|11|;M;1;0;6;1;0;8;0;0;2;74;3;16;6;9;5;34;3;0;0;0;0;76;0
P |01|01||04955027|0001|;P |01|01|03|;P;1;0;6;17;8;1;0;0;0;32;0;4;0;0;11;15;1;1;0;0;0;32;1
P |01|01||21551379|0007|;P |01|01|01|;G;1;0;6;11;1;3;0;40;41;124;9;17;37;2;1;121;5;2;11;0;0;205;0
P |01|01||69970143|0001|;P |01|01|05|;P;1;0;6;17;9;0;0;6;5;26;8;1;2;4;4;15;2;0;1;0;0;37;1
P |01|01||02283886|0001|;P |01|01|08|;P;1;0;6;5;0;2;0;0;26;38;10;17;23;0;1;8;3;0;0;2;0;64;0
P |01|01||61881058|0001|;P |01|01|08|;M;1;0;6;13;7;6;0;1;24;25;3;15;18;4;1;3;5;0;1;0;0;50;1
P |01|01||03574096|0001|;P |01|01|08|;G;1;0;6;7;1;5;0;1;20;19;1;13;22;0;0;4;0;0;0;0;0;40;1
P |01|01||65599953|0001|;P |01|01|01|;G;1;0;6;2;0;10;3;2;3;47;0;19;8;5;0;17;3;0;0;0;0;52;0
P |01|01||12142829|0001|;P |01|01|07|;P;1;0;6;20;4;2;0;35;17;54;12;8;9;11;10;56;0;0;0;0;0;106;0
P |01|01||08924247|0001|;P |01|01|07|;P;0;1;103;3;1;4;0;6;0;19;1;5;0;2;16;1;0;0;0;0;0;25;0
P |01|01||00000348|0001|;P |01|01|03|;P;1;0;6;11;4;1;1;7;0;5;1;0;0;0;2;6;3;0;0;0;0;12;1
P |01|01||29596862|0001|;P |01|01|12|;M;0;1;6;7;2;4;2;0;1;11;0;9;0;0;0;3;0;0;0;0;0;12;0
P |01|01||26453236|0001|;P |01|01|11|;P;1;0;6;10;4;5;1;3;17;8;0;2;1;0;9;16;0;0;0;0;0;28;0
P |01|01||00001064|0001|;P |01|01|03|;P;1;0;6;0;0;0;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;2;0
P |01|01||00000352|0001|;P |01|01|05|;P;1;0;6;13;1;2;1;43;1;2;4;23;6;0;2;10;1;0;0;0;0;46;0
P |01|01||00000361|0001|;P |01|01|06|;M;1;0;6;4;1;1;3;9;6;13;5;8;3;3;0;8;1;0;0;0;0;28;1
P |01|01||00000362|0001|;P |01|01|09|;P;0;1;8;3;0;8;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5
P |01|01||00000363|0001|;P |01|01|10|;P;1;0;6;1;0;0;0;0;25;15;0;1;0;0;1;37;1;0;0;0;0;40;1
P |01|01||00000376|0001|;P |01|01|05|;M;0;1;6;1;1;0;3;2;17;11;0;2;2;0;4;21;0;0;0;1;0;30;0
P |01|01||00000377|0001|;P |01|01|05|;P;0;1;4;0;0;13;0;8;0;4;1;5;0;0;2;4;0;0;0;0;0;12;0
P |01|01||00000378|0001|;P |01|01|05|;P;1;0;6;4;2;11;1;16;6;12;0;4;3;0;3;22;2;0;0;0;0;34;0
P |01|01||24073694|0001|;P |01|01|05|;M;1;0;6;6;8;12;1;0;24;48;3;11;15;4;4;34;1;0;0;0;0;72;1
P |01|01||05065897|0001|;P |01|01|07|;P;0;1;6;16;4;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;3
P |01|01||04672375|0001|;P |01|01|09|;P;0;1;6;11;2;7;3;3;1;8;0;1;2;1;3;5;0;0;0;0;0;12;0
P |01|01||06060124|0001|;P |01|01|01|;P;0;1;169;6;4;4;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2;4
P |01|01||38727228|0001|;P |01|01|03|;P;1;0;6;16;8;2;0;13;0;29;3;5;3;0;21;8;2;0;0;0;0;42;1
P |01|01||08647384|0001|;P |01|01|10|;G;0;1;60;3;2;3;0;5;0;64;9;18;0;0;13;25;0;3;0;1;0;69;0
P |01|01||02457343|0001|;P |01|01|05|;P;0;1;73;0;0;14;0;5;0;35;2;8;1;1;19;8;1;0;0;0;0;40;2
P |01|01||02853076|0001|;P |01|01|01|;M;1;0;6;5;0;0;0;4;0;26;0;6;2;0;0;21;1;0;0;0;0;30;1
P |01|01||20468310|0001|;P |01|01|03|;M;1;0;6;11;10;5;0;13;13;45;11;11;7;4;5;25;7;1;0;0;0;71;0
P |01|01||04016153|0001|;P |01|01|04|;M;0;1;6;14;7;3;0;15;1;18;7;13;1;3;4;4;2;0;0;0;0;34;1
P |01|01||10942038|0001|;P |01|01|04|;P;0;1;52;0;0;3;0;0;0;5;1;0;0;1;1;1;1;0;0;0;0;5;0
P |01|01||43464387|0001|;P |01|01|01|;P;0;1;403;0;0;3;0;0;0;3;0;1;0;0;0;0;2;0;0;0;0;3;2
P |01|01||02978706|0001|;P |01|01|08|;M;1;0;6;13;7;7;0;0;22;45;0;15;43;4;1;3;0;1;0;0;0;67;1
P |01|01||09769035|0001|;P |01|01|05|;G;0;1;6;0;0;0;3;4;19;73;12;8;7;11;1;55;2;0;0;0;0;96;0
P |01|01||07929994|0001|;P |01|01|04|;P;0;1;60;1;0;3;0;0;0;73;11;17;2;0;26;9;0;0;0;8;0;73;0
P |01|01||64765712|0001|;P |01|01|01|;P;1;0;6;16;8;2;1;2;0;3;1;1;0;0;1;1;1;0;0;0;0;5;1
P |01|01||21666612|0001|;P |01|01|04|;P;0;1;6;6;1;9;1;0;0;18;1;7;0;0;5;5;0;0;0;0;0;18;0
P |01|01||51485274|0001|;P |01|01|08|;M;1;0;6;15;6;5;1;1;34;53;11;20;45;0;11;0;1;0;0;0;0;88;1
P |01|01||85519114|0001|;P |01|01|07|;P;1;0;6;17;7;2;1;6;9;37;5;9;0;2;3;30;3;0;0;0;0;52;0
P |01|01||06165667|0001|;P |01|01|03|;P;1;0;6;14;10;6;1;18;6;108;19;16;6;3;4;80;1;1;2;0;0;132;0
P |01|01||01190738|0001|;P |01|01|08|;M;1;0;6;8;0;1;0;40;23;26;7;19;14;31;2;12;4;0;0;0;0;89;0
P |01|01||15536213|0001|;P |01|01|06|;P;0;1;40;0;0;4;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;4;0
P |01|01||01849291|0001|;P |01|01|01|;P;1;0;6;22;3;2;0;6;2;11;1;4;0;0;1;1;6;0;6;0;0;19;5
P |01|01||45543915|0001|;P |01|01|01|;G;1;0;6;4;0;17;1;11;15;47;1;7;8;1;0;50;3;0;0;0;3;73;1
P |01|01||09094918|0001|;P |01|01|04|;M;0;1;43;0;0;3;0;2;0;5;6;0;0;0;0;1;0;0;0;0;0;7;0
P |01|01||54823455|0001|;P |01|01|01|;M;1;0;6;3;0;7;0;41;5;74;7;16;56;7;1;31;2;0;0;0;0;120;1
P |01|01||61076055|0001|;P |01|01|04|;G;1;0;6;4;0;3;0;16;34;154;24;58;35;4;5;28;12;0;38;0;0;204;0
P |01|01||04256766|0001|;P |01|01|08|;P;1;0;6;16;9;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;35
P |01|01||00158141|0001|;P |01|01|01|;P;1;0;6;5;0;3;0;0;4;24;1;7;0;1;0;5;8;0;6;0;0;28;0
P |01|01||82373077|0001|;P |01|01|07|;M;0;1;113;0;0;2;0;0;0;48;1;3;13;4;7;19;1;0;0;0;0;48;0
P |01|01||13921484|0001|;P |01|01|01|;P;1;0;6;3;0;1;0;1;0;3;0;0;0;0;0;3;1;0;0;0;0;4;21
P |01|01||48775191|0001|;P |01|01|08|;P;1;0;6;4;0;0;0;34;17;50;7;38;32;2;2;8;12;0;0;0;0;101;1
P |01|01||17197385|0078|;P |01|01|01|;G;0;1;37;0;0;3;0;2;0;31;0;7;3;0;0;23;0;0;0;0;0;33;0
P |01|01||46119855|0001|;P |01|01|08|;G;0;1;16;0;0;3;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;3;0
P |01|01||04439176|0001|;P |01|01|12|;P;0;1;72;12;2;6;0;8;0;39;0;21;9;11;5;0;1;0;0;0;0;47;3
P |01|01||00385090|0001|;P |01|01|07|;P;1;0;6;17;8;1;1;1;12;83;7;11;9;7;2;53;7;0;0;0;0;96;2
P |01|01||14448493|0001|;P |01|01|01|;M;1;0;6;5;0;3;0;7;3;31;4;13;0;0;2;13;8;0;1;0;0;41;0
P |01|01||92971654|0001|;P |01|01|04|;P;1;0;6;17;8;1;1;9;3;8;2;6;1;0;6;5;0;0;0;0;0;20;0
P |01|01||94673480|0001|;P |01|01|04|;M;1;0;6;17;8;1;1;12;10;19;3;20;0;7;0;10;1;0;0;0;0;41;0
P |01|01||21042930|0001|;P |01|01|08|;G;1;0;6;7;0;6;0;14;48;169;12;30;70;109;4;4;2;0;0;0;0;231;0
P |01|01||61854147|0001|;P |01|01|08|;M;1;0;6;16;8;2;1;23;50;66;10;33;69;5;4;5;13;0;0;0;0;139;1
P |01|01||88958673|0001|;P |01|01|04|;M;1;0;6;16;8;2;0;24;4;51;12;34;7;13;0;13;0;0;0;0;0;79;0
P |01|01||04923731|0001|;P |01|01|10|;P;0;1;6;20;2;1;1;16;0;18;2;13;2;0;1;16;0;0;0;0;0;34;0
P |01|01||90049289|0001|;P |01|01|04|;M;0;1;6;12;5;2;3;0;10;23;7;7;12;0;0;7;0;0;0;0;0;33;0
P |01|01||01115825|0001|;P |01|01|08|;M;1;0;6;2;0;6;0;33;27;34;22;24;32;1;1;11;3;0;0;0;0;94;0
P |01|01||03842600|0001|;P |01|01|14|;P;0;1;6;16;5;0;3;17;4;18;8;11;5;2;3;10;0;0;0;0;0;39;0
P |01|01||25761040|0001|;P |01|01|11|;M;1;0;6;12;10;5;1;71;1;165;8;81;16;47;1;81;3;0;0;0;0;237;0
P |01|01||35814342|0001|;P |01|01|01|;P;1;0;6;17;7;4;1;0;0;5;0;0;0;0;1;0;4;0;0;0;0;5;5
P |01|01||00317372|0004|;P |01|01|08|;M;1;0;6;5;0;0;0;8;29;60;5;40;35;3;6;6;2;0;0;0;0;97;1
P |01|01||04337168|0021|;P |01|01|01|;M;1;0;6;8;2;19;1;1;1;62;2;24;0;2;0;31;5;0;0;0;0;64;0
P |01|01||44230464|0005|;P |01|01|10|;P;1;0;6;16;6;4;1;4;0;25;6;2;0;1;1;19;0;0;0;0;0;29;1
P |01|01||44734671|0004|;P |01|01|08|;M;1;0;6;14;7;5;1;1;10;40;4;20;13;2;1;1;5;4;1;0;0;51;0
P |01|01||58002809|0001|;P |01|01|01|;M;0;1;104;0;0;4;0;0;0;3;0;2;0;0;0;1;0;0;0;0;0;3;3
P |01|01||76709898|0001|;P |01|01|07|;P;1;0;6;3;0;7;0;7;17;137;13;11;14;13;27;61;16;0;6;0;0;161;0
P |01|01||16700677|0001|;P |01|01|06|;P;1;0;6;14;1;17;1;10;0;9;2;4;1;0;3;9;0;0;0;0;0;19;3
P |01|01||54276936|0004|;P |01|01|07|;P;1;0;6;16;10;8;1;3;0;5;2;0;4;0;2;0;0;0;0;0;0;8;0
P |01|01||17835026|0001|;P |01|01|11|;M;1;0;6;6;0;14;0;13;19;197;20;59;12;20;1;111;6;0;0;0;0;229;0
P |01|01||10526983|0001|;P |01|01|03|;P;0;1;56;0;0;6;0;1;0;19;1;1;0;0;12;6;0;0;0;0;0;20;0
P |01|01||00000379|0001|;P |01|01|05|;M;0;1;9;7;0;4;0;20;0;4;0;6;0;1;2;15;0;0;0;0;0;24;1
P |01|01||00000380|0001|;P |01|01|10|;P;0;1;8;0;0;8;0;5;0;0;0;2;0;0;0;3;0;0;0;0;0;5;0
P |01|01||19422275|0001|;P |01|01|01|;P;1;0;6;1;0;0;0;5;0;4;5;0;0;1;0;2;0;0;1;0;0;9;1
P |01|01||25350576|0001|;P |01|01|12|;P;0;1;6;2;0;5;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;2;3
P |01|01||00000384|0001|;P |01|01|06|;P;1;0;6;7;4;5;1;23;1;3;6;3;4;0;2;10;2;0;0;0;0;27;0
P |01|01||00000381|0001|;P |01|01|03|;M;1;0;6;8;3;5;1;3;3;43;2;11;0;0;0;34;1;1;0;0;0;49;0
P |01|01||00000382|0001|;P |01|01|10|;P;0;1;6;1;0;9;3;10;0;2;1;0;0;3;0;7;0;0;1;0;0;12;0
P |01|01||00000364|0001|;P |01|01|06|;M;1;0;6;14;0;3;1;14;18;19;5;9;2;9;1;22;3;0;0;0;0;51;1
P |01|01||00377711|0001|;P |01|01|05|;P;1;0;6;15;8;3;1;16;0;33;1;9;0;2;14;18;2;3;0;0;0;49;1
P |01|01||02520543|0003|;P |01|01|06|;M;1;0;6;16;7;4;1;7;0;13;1;10;1;0;2;6;0;0;0;0;0;20;2
P |01|01||61608410|0001|;P |01|01|08|;M;0;1;107;0;0;3;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;3;7
P |01|01||90159799|0001|;P |01|01|04|;P;1;0;6;3;0;6;0;0;6;47;0;37;0;5;1;10;0;0;0;0;0;53;3
P |01|01||04752359|0001|;P |01|01|08|;P;1;0;6;13;9;4;0;9;0;13;0;5;9;1;4;1;2;0;0;0;0;22;4
P |01|01||02662035|0001|;P |01|01|11|;P;1;0;6;18;7;1;1;23;28;249;14;127;16;6;35;102;0;0;0;0;0;300;0
P |01|01||07048269|0001|;P |01|01|04|;M;0;1;116;3;2;4;0;1;0;8;1;3;0;0;2;3;0;0;0;0;0;9;5
P |01|01||13408024|0001|;P |01|01|04|;P;0;1;48;3;1;3;0;0;0;17;1;6;0;0;2;8;0;0;0;0;0;17;1
P |01|01||05998823|0001|;P |01|01|04|;P;0;1;59;2;1;3;0;0;0;16;0;4;0;0;8;0;0;0;0;4;0;16;5
P |01|01||81214819|0001|;P |01|01|07|;P;1;0;6;17;8;1;1;2;27;31;1;3;4;7;4;41;0;0;0;0;0;60;0
P |01|01||09153298|0001|;P |01|01|05|;P;1;0;6;17;8;1;1;9;0;51;4;10;9;0;3;31;3;0;0;0;0;60;0
P |01|01||05120296|0001|;P |01|01|05|;P;0;1;48;1;0;8;0;0;0;10;2;1;0;0;3;4;0;0;0;0;0;10;4
P |01|01||07341678|0001|;P |01|01|14|;M;1;0;6;0;0;32;1;21;0;32;13;17;12;2;3;5;0;0;0;1;0;53;1
P |01|01||71753164|0001|;P |01|01|08|;P;1;0;6;17;7;3;1;27;4;12;10;16;4;0;3;5;3;0;0;2;0;43;1
P |01|01||10228777|0004|;P |01|01|08|;M;0;1;160;1;3;7;0;4;8;38;2;13;16;6;1;6;3;3;0;0;0;50;0
P |01|01||19356691|0001|;P |01|01|08|;M;0;1;41;0;0;3;0;0;0;7;0;4;1;2;0;0;0;0;0;0;0;7;5
P |01|01||09588422|0001|;P |01|01|01|;P;1;0;6;17;8;1;1;0;0;7;0;4;0;0;0;0;3;0;0;0;0;7;1
P |01|01||05017780|0001|;P |01|01|03|;M;1;0;6;4;0;1;0;18;42;83;42;8;10;2;3;71;6;1;0;0;0;143;0
P |01|01||88303375|0001|;P |01|01|04|;G;0;1;28;0;0;5;0;0;7;57;6;23;6;3;10;16;0;0;0;0;0;64;0
P |01|01||02016440|0001|;P |01|01|04|;G;0;1;204;0;0;4;0;0;0;37;5;11;5;1;3;11;1;0;0;0;0;37;0
P |01|01||46381448|0001|;P |01|01|01|;M;1;0;6;10;0;16;0;26;5;59;5;14;7;0;0;37;27;0;0;0;0;90;0
P |01|01||07508475|0001|;P |01|01|14|;P;1;0;6;13;8;6;0;24;2;30;12;18;6;0;8;10;2;0;0;0;0;56;2
P |01|01||76498013|0001|;P |01|01|07|;P;1;0;6;19;10;29;0;2;14;61;0;7;4;2;0;57;7;0;0;0;0;77;1
P |01|01||01963040|0003|;P |01|01|14|;M;1;0;6;15;6;5;1;23;32;86;4;40;20;6;2;54;3;0;11;1;0;141;1
P |01|01||03361767|0001|;P |01|01|01|;P;1;0;6;18;3;5;0;0;0;6;0;1;0;0;0;3;2;0;0;0;0;6;20
P |01|01||15634372|0001|;P |01|01|04|;P;1;0;6;14;7;5;0;16;0;17;3;12;8;1;3;6;0;0;0;0;0;33;1
P |01|01||88031539|0001|;P |01|01|04|;M;0;1;6;2;0;1;3;15;36;99;25;47;22;20;2;33;1;0;0;0;0;150;0
P |01|01||01029475|0001|;P |01|01|06|;M;1;0;6;6;3;15;3;16;9;64;14;11;6;10;21;27;0;0;0;0;0;89;1
P |01|01||09144772|0001|;P |01|01|14|;M;1;0;6;20;3;6;1;21;2;58;12;24;2;1;18;24;0;0;0;0;0;81;1
P |01|01||05934006|0001|;P |01|01|08|;P;1;0;6;6;2;1;0;1;2;12;2;2;0;0;0;3;8;0;0;0;0;15;3
P |01|01||92781335|0001|;P |01|01|04|;G;0;1;17;4;0;8;0;1;3;27;1;12;5;1;1;11;0;0;0;0;0;31;0
P |01|01||07455563|0001|;P |01|01|08|;M;1;0;6;5;0;45;0;13;11;62;18;55;0;0;1;11;1;0;0;0;0;86;2
P |01|01||54360656|0001|;P |01|01|01|;M;1;0;6;3;0;3;0;10;4;33;0;3;0;0;1;42;1;0;0;0;0;47;0
P |01|01||33479023|0005|;P |01|01|04|;M;1;0;6;11;0;1;0;2;0;13;1;0;7;0;7;0;0;0;0;0;0;15;2
P |01|01||17450002|0001|;P |01|01|14|;P;0;1;6;20;3;0;2;0;3;15;2;1;1;2;3;8;1;0;0;0;0;18;11
P |01|01||48111595|0003|;P |01|01|08|;P;1;0;6;2;0;1;0;0;1;17;1;3;2;6;0;3;3;0;0;0;0;18;4
P |01|01||59936864|0001|;P |01|01|01|;P;0;1;388;3;2;7;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;3;8
P |01|01||19032688|0001|;P |01|01|10|;M;1;0;6;17;6;3;1;15;14;111;13;30;4;6;0;87;0;0;0;0;0;140;1
P |01|01||87156352|0001|;P |01|01|04|;M;1;0;6;20;7;32;1;4;30;78;5;38;11;8;3;46;0;0;1;0;0;112;1
P |01|01||74466392|0001|;P |01|01|08|;P;1;0;6;26;0;0;1;0;4;4;3;1;0;0;1;0;3;0;0;0;0;8;4
P |01|01||05612398|0001|;P |01|01|08|;P;0;1;58;0;0;3;0;0;0;48;2;15;4;0;16;6;2;0;3;0;0;48;3
P |01|01||46242004|0001|;P |01|01|08|;M;1;0;6;3;0;4;0;20;12;56;10;25;33;0;16;2;0;0;2;0;0;88;1
P |01|01||17480623|0001|;P |01|01|08|;P;0;1;6;19;2;1;3;2;0;1;0;2;1;0;0;0;0;0;0;0;0;3;5
P |01|01||01475599|0002|;P |01|01|06|;P;0;1;48;0;0;4;0;0;0;5;0;2;0;0;1;2;0;0;0;0;0;5;0
P |01|01||89724447|0001|;P |01|01|04|;G;1;0;6;5;5;17;2;22;52;80;54;36;18;12;7;26;0;0;1;0;0;154;0
P |01|01||12049631|0001|;P |01|01|05|;M;1;0;6;8;0;17;1;13;27;76;10;24;27;1;5;45;4;0;0;0;0;116;1
P |01|01||88346564|0001|;P |01|01|04|;P;1;0;6;17;9;0;0;3;0;22;4;7;0;1;0;13;0;0;0;0;0;25;0
P |01|01||72381189|0006|;P |01|01|08|;M;1;0;6;3;0;3;0;30;42;128;25;54;67;21;1;14;18;0;0;0;0;200;1
P |01|01||19210890|0001|;P |01|01|08|;P;0;1;43;0;0;3;0;2;0;16;1;5;4;0;5;2;0;1;0;0;0;18;0
P |01|01||72381189|0007|;P |01|01|01|;M;1;0;6;4;0;6;0;3;1;28;1;8;3;1;0;8;4;0;7;0;0;32;2
P |01|01||17357272|0001|;P |01|01|04|;M;1;0;6;15;8;3;1;41;4;48;7;41;9;3;0;23;8;0;0;2;0;93;0
P |01|01||06651261|0001|;P |01|01|04|;P;0;1;48;0;0;3;0;0;0;8;0;3;0;1;0;4;0;0;0;0;0;8;2
P |01|01||03645767|0001|;P |01|01|03|;M;1;0;6;3;2;32;2;11;36;59;25;8;22;0;7;41;3;0;0;0;0;106;1
P |01|01||02213337|0001|;P |01|01|05|;M;0;1;6;1;0;3;0;0;0;18;0;0;0;0;1;17;0;0;0;0;0;18;2
P |01|01||87112736|0001|;P |01|01|04|;M;1;0;6;2;0;4;0;2;70;131;45;32;8;86;2;14;14;0;0;2;0;203;0
P |01|01||75626747|0001|;P |01|01|07|;P;0;1;219;10;3;5;0;0;0;4;0;0;2;0;1;1;0;0;0;0;0;4;1
P |01|01||33105404|0004|;P |01|01|08|;P;1;0;6;12;6;1;3;0;0;7;1;0;0;0;4;2;0;0;0;0;0;7;11
P |01|01||00000365|0001|;P |01|01|04|;P;0;1;9;1;0;7;0;5;0;0;0;1;0;0;1;2;1;0;0;0;0;5;5
P |01|01||00000366|0001|;P |01|01|08|;P;0;1;7;5;0;4;0;3;0;0;0;2;1;0;0;0;0;0;0;0;0;3;0
P |01|01||29072219|0001|;P |01|01|03|;P;0;1;4;2;0;6;0;5;0;3;0;2;0;0;1;3;1;1;0;0;0;8;0
P |01|01||00000368|0001|;P |01|01|07|;P;0;1;4;0;1;4;0;8;0;0;2;2;0;0;3;1;0;0;0;0;0;8;0
P |01|01||00000370|0001|;P |01|01|08|;P;0;1;6;9;3;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5
P |01|01||00000371|0001|;P |01|01|10|;P;0;1;8;3;0;6;0;18;0;1;1;3;0;2;0;13;0;0;0;0;0;19;0
P |01|01||00000372|0001|;P |01|01|10|;P;0;1;6;0;0;8;0;3;3;2;1;6;0;1;0;0;0;0;0;0;0;8;0
P |01|01||00000373|0001|;P |01|01|10|;M;0;1;6;6;1;3;3;2;3;1;0;0;0;3;1;2;0;0;0;0;0;6;4
P |01|01||00000374|0001|;P |01|01|03|;P;1;0;6;4;1;2;1;1;1;5;0;0;3;0;1;3;0;0;0;0;0;7;0
P |01|01||82042094|0001|;P |01|01|07|;P;0;1;6;11;5;6;3;10;0;15;2;8;0;2;6;7;0;0;0;0;0;25;0
P |01|01||47866934|0002|;P |01|01|01|;M;1;0;6;3;1;2;0;19;10;114;5;37;26;7;1;53;13;0;1;0;0;143;0
P |01|01||07751593|0003|;P |01|01|14|;M;1;0;6;12;7;8;0;3;26;219;22;45;18;12;4;147;0;0;0;0;0;248;1
P |01|01||06198573|0001|;P |01|01|06|;M;1;0;6;16;4;7;0;7;17;72;7;23;6;11;15;34;0;0;0;0;0;96;1
P |01|01||48774681|0001|;P |01|01|01|;P;1;0;6;25;0;1;0;3;0;10;1;9;0;0;1;2;0;0;0;0;0;13;0
P |01|01||01256137|0001|;P |01|01|11|;P;1;0;6;10;5;14;1;1;3;41;3;5;0;2;11;22;1;0;1;0;0;45;4
P |01|01||17413688|0001|;P |01|01|08|;P;0;1;54;0;0;3;0;1;0;12;1;3;4;0;3;2;0;0;0;0;0;13;0
P |01|01||01989087|0001|;P |01|01|06|;P;0;1;127;11;7;3;0;0;0;7;0;0;0;0;3;4;0;0;0;0;0;7;14
P |01|01||04425862|0001|;P |01|01|01|;P;1;0;6;0;0;9;0;2;2;23;1;5;2;0;0;14;3;2;0;0;0;27;2
P |01|01||01693698|0001|;P |01|01|06|;P;1;0;6;16;9;1;0;6;8;36;6;13;4;3;2;21;1;0;0;0;0;50;1
P |01|01||01786983|0003|;P |01|01|08|;M;1;0;6;3;0;0;0;5;10;34;0;10;13;19;2;3;2;0;0;0;0;49;0
P |01|01||17729217|0001|;P |01|01|10|;P;0;1;49;3;1;5;0;0;0;19;0;2;1;0;0;13;1;2;0;0;0;19;0
P |01|01||27865757|0050|;P |01|01|04|;P;0;1;133;17;0;3;0;0;1;15;4;4;2;0;2;4;0;0;0;0;0;16;0
P |01|01||02010281|0001|;P |01|01|07|;M;1;0;6;17;8;1;1;0;5;86;6;12;0;10;8;51;2;0;2;0;0;91;0
P |01|01||03625966|0001|;P |01|01|08|;M;0;1;167;7;5;9;0;1;0;4;0;3;0;0;0;2;0;0;0;0;0;5;12
P |01|01||04306284|0001|;P |01|01|10|;P;0;1;49;0;0;3;0;0;0;17;2;3;1;1;5;5;0;0;0;0;0;17;0
P |01|01||45985371|0003|;P |01|01|01|;M;1;0;6;8;4;14;1;4;3;17;2;4;10;0;0;4;3;0;1;0;0;24;1
P |01|01||03736621|0001|;P |01|01|01|;M;0;1;39;0;0;3;0;1;0;8;0;0;0;0;0;1;1;7;0;0;0;9;0
P |01|01||72712946|0001|;P |01|01|08|;P;0;1;152;3;0;4;0;0;0;4;0;0;0;0;2;2;0;0;0;0;0;4;5
P |01|01||33555175|0001|;P |01|01|06|;M;0;1;48;0;0;3;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
P |01|01||19256861|0001|;P |01|01|01|;P;1;0;6;7;2;2;0;24;0;25;1;6;23;0;0;14;5;0;0;0;0;49;1
